,TrueHost,Method_Counting_parasites,Total_Fish_Examined,Latitude_decimaldegrees,Longitude_decimaldegrees,Standard_Year,Standard_LengthCalc,Portion_of_Body,ID,Wild_Farmed,Standard_Abundance,V2,Standard_StandardDev,FAO
195,Pagetopsis maculatus,Microscopy,10,-76.985912,-38.60117,1986.5,19,Whole,486_Search_1,Wild,0.3,8.10E-08,0.000284605,48
196,Trematomus eulepidotus,Microscopy,32,-76.985912,-38.60117,1986.5,19.1,Whole,486_Search_1,Wild,0,0,0,48
197,Gerlachea australis,Microscopy,10,-76.985912,-38.60117,1986.5,21.25,Whole,486_Search_1,Wild,0,0,0,48
198,Racovitzia glacialis,Microscopy,12,-76.985912,-38.60117,1986.5,23,Whole,486_Search_1,Wild,0,0,0,48
199,Chaenodraco wilsoni,Microscopy,3,-76.985912,-38.60117,1986.5,24.5,Whole,486_Search_1,Wild,0,0,0,48
200,Chionodraco myersi,Microscopy,77,-76.985912,-38.60117,1986.5,33,Whole,486_Search_1,Wild,0,0,0,48
201,Cryodraco antarcticus,Microscopy,28,-76.985912,-38.60117,1986.5,34.5,Whole,486_Search_1,Wild,0.071,1.85E-08,0.000135899,48
202,Cygnodraco mawsoni,Microscopy,43,-76.985912,-38.60117,1986.5,39.25,Whole,486_Search_1,Wild,3.2736,3.380764571,1.838685555,48
203,Pseudopercis semifasciata,Microscopy,50,-42.375,-63.190836,2007,67.2,Viscera,530_Search_1,Wild,4.408,28.30240307,5.320000288,41
204,Pseudopercis semifasciata,Microscopy,20,-37.25,-57.38333333,2007,67.5,Viscera,530_Search_1,Wild,2.6,3.802500728,1.950000187,41
205,Pseudopercis semifasciata,Microscopy,30,-38.39166667,-58.11666667,2007,71.2,Viscera,530_Search_1,Wild,16.5141,254.5396944,15.95430018,41
206,Eugerres plumieri,Microscopy,10,18.60833333,-88.14166667,1999,20.5,Viscera,614_Search_1,Wild,36,5476,74,31
207,Hexanematichthys assimilis,Microscopy,16,18.60833333,-88.14166667,1999,34,Viscera,614_Search_1,Wild,7,169,13,31
208,Oligoplites saurus,Microscopy,14,18.60833333,-88.14166667,1999,35,Viscera,614_Search_1,Wild,4,36,6,31
209,Scomberomorus maculatus,Microscopy,10,18.60833333,-88.14166667,1999,60.5,Viscera,614_Search_1,Wild,1,9,3,31
210,Macrourus berglax,Microscopy,35,60.786062,-34.250542,2003,35.25,Viscera,726_Search_1,Wild,1,1.01,1.004987562,27
211,Macrourus berglax,Microscopy,35,60.786062,-34.250542,2001,42.4,Viscera,726_Search_1,Wild,0.2977,0.298586253,0.546430465,27
212,Macrourus berglax,Microscopy,35,60.786062,-34.250542,2002,49.4,Viscera,726_Search_1,Wild,0.7889,0.795123632,0.891697052,27
213,Lindbergichthys nudifrons,Microscopy,40,-62.340922,-58.654435,1996,12,Viscera,773_Search_1,Wild,0.43,0.431849,0.657152189,48
214,Parachaenichthys charcoti,Microscopy,12,-62.340922,-58.654435,1996,17,Viscera,773_Search_1,Wild,4.98,5.228004004,2.286482889,48
215,Lepidonotothen squamifrons,Microscopy,31,-62.340922,-58.654435,1996,18,Viscera,773_Search_1,Wild,0.55,0.553025,0.743656507,48
216,Trematomus eulepidotus,Microscopy,9,-62.340922,-58.654435,1996,22,Viscera,773_Search_1,Wild,0.22,0.220484,0.469557238,48
217,Muraenolepis microps,Microscopy,12,-62.340922,-58.654435,1996,28.706,Viscera,773_Search_1,Wild,5,5.250000004,2.291287848,48
218,Gobionotothen gibberifrons,Microscopy,12,-62.340922,-58.654435,1996,32.5735,Viscera,773_Search_1,Wild,1.5,1.5225,1.233896268,48
219,Chaenocephalus aceratus,Microscopy,21,-62.340922,-58.654435,1996,36,Viscera,773_Search_1,Wild,52.25,79.55062541,8.91911573,48
220,Paradiplospinus gracilis,Microscopy,11,-62.340922,-58.654435,1996,39.099322,Viscera,773_Search_1,Wild,0.09,9.01E-09,9.49E-05,48
221,Nototheniops larseni,Microscopy,51,-62.340922,-58.654435,1996,51,Viscera,773_Search_1,Wild,3.76,3.901376002,1.975190118,48
222,Scyliorhinus canicula,Microscopy,37,50.20833333,-4.208333333,1999,48.3,Viscera,784_Search_1,Wild,0.1,0.16,0.4,27
223,Scyliorhinus canicula,Microscopy,49,52.33333333,-4.266666667,1999,56,Viscera,784_Search_1,Wild,2.2,16.81,4.1,27
224,Scyliorhinus canicula,Microscopy,15,50.66666667,-1.05,1999,56.2,Viscera,784_Search_1,Wild,0,0,0,27
225,Gadus morhua,Digestion and Microscopy,25,69.359866,19.191781,1986,39,Whole,919_Search_1,Wild,0.08,3.84E-08,0.000195959,27
226,Gadus morhua,Digestion and Microscopy,44,69.359866,19.191781,1986,39,Whole,919_Search_1,Wild,0,0,0,27
227,Gadus morhua,Digestion and Microscopy,85,69.359866,19.191781,1986,39,Whole,919_Search_1,Wild,0.012,1.01E-08,0.000100387,27
228,Gadus morhua,Digestion and Microscopy,72,69.359866,19.191781,1987,39,Whole,919_Search_1,Wild,0.042,8.94E-08,0.000299082,27
229,Gadus morhua,Microscopy,60,64.51979,9.229664,2009,32.25,Whole,961_Search_1,Wild,0.02,0.0169,0.13,27
230,Gadus morhua,Microscopy,136,52.754025,-4.849658,2009,51.15,Whole,961_Search_1,Wild,0.86,9,3,27
231,Gadus morhua,Microscopy,138,50.633396,-8.8251295,2009,60.25,Whole,961_Search_1,Wild,2.23,17.8084,4.22,27
232,Gadus morhua,Microscopy,180,55.66508,19.201279,2009,60.5,Whole,961_Search_1,Wild,0.07,0.1521,0.39,27
233,Gadus morhua,Microscopy,147,56.43096,4.7569504,2009,65.9,Whole,961_Search_1,Wild,1.38,95.4529,9.77,27
234,Gadus morhua,Microscopy,165,62.901768,-25.533262,2009,75,Whole,961_Search_1,Wild,3.51,155.5009,12.47,27
