,TrueHost,Method_Counting_parasites,Total_Fish_Examined,Latitude_decimaldegrees,Longitude_decimaldegrees,Standard_Year,Standard_LengthCalc,Portion_of_Body,ID,Wild_Farmed,Standard_Abundance,V2,Standard_StandardDev,FAO
200,Mallotus villosus,Microscopy,120,74.347339,38.608346,2012,15.9,Whole,1595_Search_1,Wild,0.3,0.25,0.5,27
201,Mallotus villosus,Microscopy,127,74.347339,38.608346,2009,16.1,Whole,1595_Search_1,Wild,0.7,0.81,0.9,27
202,Mallotus villosus,Microscopy,193,74.347339,38.608346,2010,16.1,Whole,1595_Search_1,Wild,0.5,0.81,0.9,27
203,Mallotus villosus,Microscopy,180,74.347339,38.608346,2011,16.3,Whole,1595_Search_1,Wild,0.3,0.25,0.5,27
204,Scomber scombrus,Digestion and Microscopy,91,38.340022,3.008772,2011,29,Whole,1600_Search_1,Wild,3.2,61.1884,7.822301452,37
205,Scomber scombrus,Digestion and Microscopy,140,70.544934,34.389597,2011,29,Whole,1600_Search_1,Wild,7.3,348.61176,18.6711478,27
206,Syacium gunteri,Microscopy,203,28.659693,-88.681367,2005,11.94,Viscera,1626_Search_1,Wild,0.01,0.0049,0.07,31
207,Neogobius melanostomus,Microscopy,30,37.91666667,49.4,2003,10.012123,Whole,1684_Search_1,Wild,0,0,0,37
208,Neogobius fluviatilis,Microscopy,43,37.91666667,49.4,2003,13.4113342,Whole,1684_Search_1,Wild,0,0,0,37
209,Neogobius caspius,Microscopy,33,37.91666667,49.4,2003,14.7,Whole,1684_Search_1,Wild,0,0,0,37
210,Ponticola kessleri,Microscopy,34,37.91666667,49.4,2003,22.5,Whole,1684_Search_1,Wild,0,0,0,37
211,Luciobarbus capito,Microscopy,30,37.91666667,49.4,2003,22.590744,Whole,1684_Search_1,Wild,0,0,0,37
212,Rutilus kutum,Microscopy,30,37.91666667,49.4,2003,27.1,Whole,1684_Search_1,Wild,0,0,0,37
213,Ponticola bathybius,Microscopy,67,37.91666667,49.4,2003,232.1,Whole,1684_Search_1,Wild,1.4,28.09,5.3,37
214,Reinhardtius hippoglossoides,Microscopy,30,54.41666667,-56.13333333,1990,42.96,Whole,171_Search_1,Wild,0.64,0.102400184,0.320000288,21
215,Reinhardtius hippoglossoides,Microscopy,30,53.03333333,-52.73333333,1990,42.96,Whole,171_Search_1,Wild,1.4674,1.001000573,1.000500161,21
216,Reinhardtius hippoglossoides,Microscopy,30,48.33333333,-70.51666667,1991,43.318,Whole,171_Search_1,Wild,7.6393,31.45639456,5.608600053,21
217,Reinhardtius hippoglossoides,Microscopy,30,49.7,-62.18333333,1990,46.13725,Whole,171_Search_1,Wild,6.8,15.21,3.9,21
218,Reinhardtius hippoglossoides,Microscopy,30,49.78333333,-65.70833333,1990,46.54,Whole,171_Search_1,Wild,7.5,40.96,6.4,21
219,Reinhardtius hippoglossoides,Microscopy,21,48.74166667,-68.375,1990,47.8825,Whole,171_Search_1,Wild,16.5,106.09,10.3,21
220,Reinhardtius hippoglossoides,Microscopy,30,49.80833333,-58.44166667,1990,48.10625,Whole,171_Search_1,Wild,7.6,26.01,5.1,21
221,Reinhardtius hippoglossoides,Microscopy,30,65.78333333,-66.08333333,1990,61.039,Whole,171_Search_1,Wild,0.1,2.70E-08,0.000164317,21
222,Hypomesus pretiosus,Microscopy,263,47.903492,-124.641434,1962,16.35,Viscera,1736_Search_1,Wild,1.357414449,6.001538325,2.449803732,67
223,Sebastes mentella,Microscopyand UV,40,63.44966667,-39.12583333,2009,32.3,Whole,1764_Search_1,Wild,1.38,7.7284,2.78,27
224,Sebastes mentella,Microscopyand UV,40,62.07116667,-0.010166667,2012,32.3,Whole,1764_Search_1,Wild,20,534.5344,23.12,27
225,Sebastes mentella,Microscopyand UV,40,74.112,16.42016667,2012,32.3,Whole,1764_Search_1,Wild,15.23,797.4976,28.24,27
226,Salmo trutta,Microscopyand UV,35,54.341983,12.161546,2012,41.13,Whole,1773_Search_1,Wild,0.1,9.00E-04,0.03,27
227,Salmo salar,Digestion,10,58.1,-4,2009,57.35,Whole,1796_Search_1,Wild,63.6,1017.822222,31.90332619,27
228,Acipenser persicus,Microscopy,206,38.941479,51.368335,1998,148.2,Whole,1862_Search_1,Wild,0.01,0.01,0.1,37
229,Reinhardtius hippoglossoides,Microscopy,100,65.025,-56.275,1988,57,alimentary tract,187_Search_1,Wild,0.1099,0.04322257,0.207900386,21
230,Reinhardtius hippoglossoides,Microscopy,100,49.68402778,-51.02736111,1987,57.5,alimentary tract,187_Search_1,Wild,0.05,0.01000006,0.1000003,21
231,Reinhardtius hippoglossoides,Microscopy,100,70.63444444,-51.46777778,1987,61.5,alimentary tract,187_Search_1,Wild,0.0501,0.009980091,0.099900406,21
232,Reinhardtius hippoglossoides,Microscopy,100,64.07638889,-51.70027778,1987,63.5,alimentary tract,187_Search_1,Wild,0.2698,0.06974912,0.264100588,21
233,Reinhardtius hippoglossoides,Microscopy,100,64.41666667,-32.1,1987,64,alimentary tract,187_Search_1,Wild,0.6496,14.85640158,3.854400287,27
234,Reinhardtius hippoglossoides,Microscopy,100,60.65861111,-45.34194444,1988,66.5,alimentary tract,187_Search_1,Wild,0.308,0.507799343,0.712600409,21
235,Reinhardtius hippoglossoides,Candling and Microscopy,100,65.025,-56.275,1988,57,Fillet,187_Search_1,Wild,0.39,1.710864608,1.308000233,21
236,Reinhardtius hippoglossoides,Candling and Microscopy,100,49.68402778,-51.02736111,1987,57.5,Fillet,187_Search_1,Wild,0.4576,0.379703036,0.616200484,21
237,Reinhardtius hippoglossoides,Candling and Microscopy,100,70.63444444,-51.46777778,1987,61.5,Fillet,187_Search_1,Wild,0.1785,0.022500181,0.150000602,21
238,Reinhardtius hippoglossoides,Candling and Microscopy,100,64.07638889,-51.70027778,1987,63.5,Fillet,187_Search_1,Wild,1.1,1.83602621,1.355000446,21
239,Reinhardtius hippoglossoides,Candling and Microscopy,100,64.41666667,-32.1,1987,64,Fillet,187_Search_1,Wild,3.0384,421.0704036,20.52000009,27
240,Reinhardtius hippoglossoides,Candling and Microscopy,100,60.65861111,-45.34194444,1988,66.5,Fillet,187_Search_1,Wild,2.4396,5.914625879,2.432000386,21
241,Engraulis encrasicolus,Microscopy,60,41.476235,18.186741,2014,11,Viscera,1917_Search_1,Wild,0.13,0.253009,0.503,37
242,Engraulis encrasicolus,Microscopy,60,44.596266,13.276904,2014,11.35,Viscera,1917_Search_1,Wild,0.07,0.063504,0.252,37
243,Engraulis encrasicolus,Microscopy,59,41.877039,10.304811,2014,11.9,Viscera,1917_Search_1,Wild,0.05,0.083521,0.289,37
244,Scomber colias,Microscopy,31,42.90915,15.389622,2014,18.38,Viscera,1917_Search_1,Wild,1.19,4.096576,2.024,37
245,Scomber colias,Microscopy,53,41.476235,18.186741,2014,22.04,Viscera,1917_Search_1,Wild,12.45,558.944164,23.642,37
246,Trachurus picturatus,Microscopy,220,28.116331,-16.120483,2015,17.73,Viscera,1923_Search_1,Wild,0.17,0.9025,0.95,34
247,Trachurus picturatus,Microscopy,207,32.680273,-16.712173,2015,20.42,Viscera,1923_Search_1,Wild,0.06,0.09,0.3,34
248,Trachurus picturatus,Microscopy,180,39.354553,-9.41124,2015,28.38,Viscera,1923_Search_1,Wild,29.05,1568.16,39.6,27
249,Engraulis encrasicolus,Digestion and Microscopy,750,40.930431,8.476326,2013,13.2,Whole,1971_Search_1,Wild,0.4403,0.523856201,0.72377911,37
250,Trachurus mediterraneus,Digestion and Microscopy,104,40.930431,8.476326,2013,23.7,Whole,1971_Search_1,Wild,0.981,5.673785733,2.381970977,37
251,Merluccius merluccius,Digestion and Microscopy,118,40.930431,8.476326,2013,25.3,Whole,1971_Search_1,Wild,1.8512,3.892871273,1.973036055,37
252,Scomber colias,Digestion and Microscopy,40,40.930431,8.476326,2013,26.5,Whole,1971_Search_1,Wild,9.2,33.73594336,5.80826509,37
253,Merluccius merluccius,Digestion and Microscopy,100,50.021948,-7.837755,2013,32.7,Whole,1971_Search_1,Wild,48.23,23190.93901,152.285715,27
254,Lagocephalus sceleratus,Microscopy,41,39.073753,25.050832,2015,26,Viscera,1980_Search_1,Wild,0.05,0.026681591,0.163345006,37
255,Caulolatilus princeps,Microscopy,91,30.56027778,-115.9425,2005,37.6,Whole,1997_Search_1,Wild,12.4,2010.19,44.83514247,77
256,Sebastes miniatus,Microscopy,210,30.56027778,-115.9425,2005,38.0960232,Whole,1997_Search_1,Wild,15,3194.1,56.51636931,77
257,Plagioscion squamosissimus,Microscopy,30,-1.000555556,-50.20777778,2014,26.609687,Whole,2002_Search_1,Wild,0.53,1.1881,1.09,41
258,Hippoglossus hippoglossus,Microscopy,12,59.074986,0.505428,2012,52.7996,Whole,2014_Search_1,Wild,9.5625,374.7128099,19.35750009,27
259,Thyrsites atun,Microscopy,91,-33.837482,17.826129,2013.5,69.66896695,Whole,2033_Search_1,Wild,119.9,30660.01,175.1,47
260,Thyrsites atun,Microscopy,119,-34.905534,21.460976,2013.5,69.66896695,Whole,2033_Search_1,Wild,163.9,25943.5449,161.07,47
261,Macrourus berglax,Microscopy,35,60.72127822,-38.28282311,2002,6.1,Viscera,204_Search_1,Wild,1.3299,1.34758634,1.160855865,27
262,Lampanyctus macdonaldi,Microscopy,45,60.72127822,-38.28282311,2002,13,Viscera,204_Search_1,Wild,0,0,0,27
263,Argentina silus,Microscopy,40,60.72127822,-38.28282311,2002,13.4,Viscera,204_Search_1,Wild,0.05,1.90E-08,0.00013784,27
264,Bathylagus euryops,Microscopy,68,60.72127822,-38.28282311,2002,14,Viscera,204_Search_1,Wild,0.015,1.00E-08,0.000100235,27
265,Chauliodus sloani,Microscopy,21,60.72127822,-38.28282311,2002,21.3,Viscera,204_Search_1,Wild,0,0,0,27
266,Borostomias antarcticus,Microscopy,10,60.72127822,-38.28282311,2002,23.8,Viscera,204_Search_1,Wild,0.1,9.00E-09,9.49E-05,27
267,Sebastes miniatus,Microscopy,210,30.41611111,-115.9808333,2005,37.571766,Viscera,2082_Search_1,Wild,15,15.21,3.9,77
268,Chiasmodon harteli,Microscopy,1,63.16666667,-40.01666667,2008,16.1,Whole,2143_Search_1,Wild,6,0,0,27
269,Alloteuthis subulata,Digestion,75,43.66666667,8.166666667,1997.5,0.69,Whole,22_Search_1,Wild,0,0,0,37
270,Symphodus melops,Digestion,25,43.66666667,8.166666667,1997.5,1.65,Whole,22_Search_1,Wild,0,0,0,37
271,Ammodytes tobianus,Digestion,61,43.66666667,8.166666667,1997.5,1.838,Whole,22_Search_1,Wild,0,0,0,37
272,Oedalechilus labeo,Digestion,25,43.66666667,8.166666667,1997.5,1.85,Whole,22_Search_1,Wild,0,0,0,37
273,Sparus aurata,Digestion,25,43.66666667,8.166666667,1997.5,2,Whole,22_Search_1,Wild,0,0,0,37
274,Spondyliosoma cantharus,Digestion,25,43.66666667,8.166666667,1997.5,2.004,Whole,22_Search_1,Wild,2.1,40.80440687,6.387832721,37
275,Sardina pilchardus,Digestion,50,43.66666667,8.166666667,1997.5,2.012,Whole,22_Search_1,Wild,0,0,0,37
276,Diplodus sargus,Digestion,25,43.66666667,8.166666667,1997.5,2.095,Whole,22_Search_1,Wild,0,0,0,37
277,Micromesistius poutassou,Digestion,147,43.66666667,8.166666667,1997.5,2.136,Whole,22_Search_1,Wild,4.61,2953.577411,54.34682521,37
278,Pollachius pollachius,Digestion,25,43.66666667,8.166666667,1997.5,2.208,Whole,22_Search_1,Wild,0,0,0,37
279,Callionymus lyra,Digestion,25,43.66666667,8.166666667,1997.5,2.383,Whole,22_Search_1,Wild,0,0,0,37
280,Coris julis,Digestion,25,43.66666667,8.166666667,1997.5,2.62,Whole,22_Search_1,Wild,0,0,0,37
281,Scomber scombrus,Digestion,55,43.66666667,8.166666667,1997.5,2.663,Whole,22_Search_1,Wild,4.61,1011.128538,31.7982474,37
282,Trisopterus luscus,Digestion,25,43.66666667,8.166666667,1997.5,2.8,Whole,22_Search_1,Wild,1,8.20919129,2.865168632,37
283,Hyperoplus lanceolatus,Digestion,25,43.66666667,8.166666667,1997.5,2.87,Whole,22_Search_1,Wild,0,0,0,37
284,Scorpaena scrofa,Digestion,25,43.66666667,8.166666667,1997.5,3.05,Whole,22_Search_1,Wild,6.47,939.4225,30.65,37
285,Trachurus trachurus,Digestion,100,43.66666667,8.166666667,1997.5,3.067,Whole,22_Search_1,Wild,13.57,39028.69007,197.5568021,37
286,Eutrigla gurnardus,Digestion,25,43.66666667,8.166666667,1997.5,3.217,Whole,22_Search_1,Wild,1.5,50.99327352,7.140957465,37
287,Lepidorhombus boscii,Digestion,25,43.66666667,8.166666667,1997.5,3.25,Whole,22_Search_1,Wild,5.25,39.69,6.3,37
288,Conger conger,Digestion,25,43.66666667,8.166666667,1997.5,3.352,Whole,22_Search_1,Wild,0.67,2.805625224,1.675000067,37
289,Merluccius merluccius,Digestion,25,43.66666667,8.166666667,1997.5,3.99,Whole,22_Search_1,Wild,11.4,1849,43,37
290,Lophius piscatorius,Digestion,25,43.66666667,8.166666667,1997.5,4.438,Whole,22_Search_1,Wild,19,3300.5025,57.45,37
291,Brama brama,Digestion,25,43.66666667,8.166666667,1997.5,4.802,Whole,22_Search_1,Wild,0,0,0,37
292,Scyliorhinus canicula,Digestion,25,43.66666667,8.166666667,1997.5,4.838,Whole,22_Search_1,Wild,0,0,0,37
293,Sepia orbignyana,Digestion,50,43.66666667,8.166666667,1997.5,6.038,Whole,22_Search_1,Wild,0,0,0,37
294,Molva dypterygia,Digestion,25,43.66666667,8.166666667,1997.5,6.65,Whole,22_Search_1,Wild,4.5,612.5625,24.75,37
295,Belone belone,Digestion,25,43.66666667,8.166666667,1997.5,8.722,Whole,22_Search_1,Wild,3,49.7025,7.05,37
296,Prionace glauca,Digestion,25,43.66666667,8.166666667,1997.5,11.025,Whole,22_Search_1,Wild,25.25,6955.56,83.4,37
297,Sepia elegans,Digestion,15,43.66666667,8.166666667,1997.5,11.92,Whole,22_Search_1,Wild,0,0,0,37
298,Todaropsis eblanae,Digestion,650,43.66666667,8.166666667,1997.5,16.68,Whole,22_Search_1,Wild,5.87,62689.40934,250.3785321,37
299,Illex coindetii,Digestion,650,43.66666667,8.166666667,1997.5,17.3,Whole,22_Search_1,Wild,1.01,27.87513977,5.279691257,37
300,Sepia officinalis,Digestion,175,43.66666667,8.166666667,1997.5,23.16,Whole,22_Search_1,Wild,0.06,0.027783178,0.166682866,37
301,Mullus surmuletus,Digestion,25,43.66666667,8.166666667,1997.5,25,Whole,22_Search_1,Wild,0,0,0,37
302,Labrus bergylta,Digestion,25,43.66666667,8.166666667,1997.5,27,Whole,22_Search_1,Wild,0,0,0,37
303,Todarodes sagittatus,Digestion,70,43.66666667,8.166666667,1997.5,33.375,Whole,22_Search_1,Wild,2.55,11.30781659,3.362709709,37
304,Micromesistius poutassou,Digestion,301,36.713089,-3.528018,1996,22.5,Whole,244_Search_1,Wild,0.11305,0.113124736,0.336340209,37
305,Clupea harengus,UV,150,67.66666667,13.75,2007,27.50755263,Whole,256_Search_1,Wild,31.7,172381.5,415.1885114,27
306,Clupea harengus,Digestion,50,70.25,15.5,2004,28.90151645,Whole,256_Search_1,Wild,31.8,24864.5,157.6848122,27
307,Percophis brasiliensis,Microscopy,35,-35.5,-54.75,2005.5,49.37,Viscera,272_Search_1,Wild,0.2,0.36,0.6,41
308,Percophis brasiliensis,Microscopy,51,-40,-61,2005.5,50.02,Viscera,272_Search_1,Wild,16.5,176.89,13.3,41
309,Percophis brasiliensis,Microscopy,59,-38.13333333,-57.53333333,2005.5,52.22,Viscera,272_Search_1,Wild,0.6,1.44,1.2,41
310,Percophis brasiliensis,Microscopy,32,-41.91666667,-64.41666667,2005.5,52.91,Viscera,272_Search_1,Wild,8.7,686.44,26.2,41
311,Merluccius merluccius,Digestion and Microscopy,133,32.414589,-12.651016,1998.5,46,Whole,273_Search_1,Wild,4.13,4.300569003,2.073781329,34
312,Merluccius merluccius,Digestion and Microscopy,63,37.351366,-0.255731,1998.5,46,Whole,273_Search_1,Wild,0.71,0.715041,0.84560097,37
313,Platichthys flesus,Microscopy,25,54.301888,11.666667,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
314,Platichthys flesus,Microscopy,25,54.792454,13.333333,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
315,Platichthys flesus,Microscopy,25,54.509434,15.217391,1994,29.5,Viscera,278_Search_1,Wild,0.12,8.64E-08,0.000293939,27
316,Platichthys flesus,Microscopy,25,55.056602,17.210144,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
317,Platichthys flesus,Microscopy,25,54.54717,19.02174,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
318,Platichthys flesus,Microscopy,25,56.566036,20.507246,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
319,Platichthys flesus,Microscopy,25,58.792454,21.811594,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
320,Platichthys flesus,Microscopy,25,59.71698,24.927536,1994,29.5,Viscera,278_Search_1,Wild,0,0,0,27
321,Doryteuthis gahiæ,Microscopy,1096,-52.5,-58.5,1999.5,17,Whole,298_Search_1,Wild,0.03,7.99E-07,0.000893608,41
322,Trachurus picturatus,Microscopy,40,34.74861111,-16.77611111,1999.5,22.5,Whole,340_Search_1,Wild,1.65,4.32964,2.0807787,34
323,Scomber japonicus,Microscopy,154,34.74861111,-16.77611111,1999.5,25,Whole,340_Search_1,Wild,1.55,1.071365214,1.035067734,34
324,Aphanopus carbo,Microscopy,142,34.74861111,-16.77611111,1994,92.5,Whole,340_Search_1,Wild,47.4,1873.180614,43.28025663,34
325,Spicara smaris,Digestion,26,38.909367,25.223429,2009,11.75,Whole,350_Search_1,Wild,0.04,1.05E-08,0.000102622,37
326,Engraulis encrasicolus,Digestion,77,38.909367,25.223429,2009,12.5,Whole,350_Search_1,Wild,0.05,0.050025,0.223662692,37
327,Mullus barbatus barbatus,Digestion,18,38.909367,25.223429,2009,14.25,Whole,350_Search_1,Wild,0.05,7.73E-09,8.79E-05,37
328,Sardina pilchardus,Digestion,36,38.909367,25.223429,2009,14.5,Whole,350_Search_1,Wild,0.05,1.55E-08,0.000124353,37
329,Diplodus annularis,Digestion,5,38.909367,25.223429,2009,14.95,Whole,350_Search_1,Wild,0.4,1.20E-08,0.000109545,37
330,Pagellus erythrinus,Digestion,17,38.909367,25.223429,2009,16.35,Whole,350_Search_1,Wild,0.1,1.27E-08,0.000112724,37
331,Boops boops,Digestion,46,38.909367,25.223429,2009,17,Whole,350_Search_1,Wild,0.2,0.2004,0.447660586,37
332,Sardinella aurita,Digestion,22,38.909367,25.223429,2009,18.5,Whole,350_Search_1,Wild,0.04,7.47E-09,8.64E-05,37
333,Trachurus trachurus,Digestion,40,38.909367,25.223429,2009,23.75,Whole,350_Search_1,Wild,7.17,7.684089008,2.772018941,37
334,Micromesistius poutassou,Digestion,4,38.909367,25.223429,2009,24.75,Whole,350_Search_1,Wild,17,19.89000004,4.459820629,37
335,Merluccius merluccius,Digestion,36,38.909367,25.223429,2009,27,Whole,350_Search_1,Wild,5.9,6.248100005,2.499619972,37
336,Scomber scombrus,Digestion,5,38.909367,25.223429,2009,30,Whole,350_Search_1,Wild,14,15.96000003,3.994996875,37
337,Scomber colias,Digestion,32,38.909367,25.223429,2009,30,Whole,350_Search_1,Wild,10.3,11.36090002,3.370593422,37
338,Engraulis encrasicolus,Digestion,153,40.99473,1.340644,1999,12.71906667,Whole,351_Search_1,Wild,0,0,0,37
339,Sardina pilchardus,Digestion,160,40.99473,1.340644,1996.5,12.8373097,Whole,351_Search_1,Wild,0,0,0,37
340,Trachurus trachurus,Digestion,175,40.99473,1.340644,1998.5,19.47788567,Whole,351_Search_1,Wild,0.05,0.050025,0.223662692,37
341,Scomber scombrus,Digestion,447,40.99473,1.340644,1998,25.53497125,Whole,351_Search_1,Wild,0.52,0.522704,0.722982711,37
342,Engraulis encrasicolus,Microscopy,4600,43.41666667,15.29166667,2010,13.68298333,Whole,365_Search_1,Wild,6.59,319.8873016,17.88539353,37
343,Sardina pilchardus,Digestion,359,37.110131,-1.416334,1999,16.6,Whole,370_Search_1,Wild,0,0,0,37
344,Engraulis encrasicolus,Microscopyand UV,120,42.70833333,15.91666667,2009.5,12.95768154,Whole,404_Search_1,Wild,6.89,26.5815162,5.155726545,37
345,Sardina pilchardus,Microscopyand UV,120,42.70833333,15.91666667,2009.5,14.13562718,Whole,404_Search_1,Wild,0.04,0.024210768,0.155598099,37
346,Scomber japonicus,Microscopyand UV,120,42.70833333,15.91666667,2009.5,27.67390875,Whole,404_Search_1,Wild,10.48,19.99167014,4.471204551,37
347,Merlangius merlangus,Microscopyand UV,120,42.70833333,15.91666667,2009.5,27.954,Whole,404_Search_1,Wild,2.86,10.26739882,3.204278205,37
348,Merluccius merluccius,Microscopyand UV,120,42.70833333,15.91666667,2009.5,31.480056,Whole,404_Search_1,Wild,6.87,38.21065528,6.181476788,37
349,Thunnus thynnus,Microscopyand UV,120,43.10194444,15.48416667,2008,85.761768,Whole,404_Search_1,Wild,1.78,28.6958222,5.356848159,37
350,Lepidopus caudatus,Candling and Microscopy,36,30.06166667,-28.4925,1998,44.3962684,Whole,410_Search_1,Wild,0.975,0.98450625,0.992222883,34
351,Reinhardtius hippoglossoides,Microscopy,30,48.74166667,-136.6833333,1990,14.857,Whole,422_Search_1,Wild,0.033,9.57E-09,9.78E-05,67
352,Reinhardtius hippoglossoides,Microscopy,30,49.7,-61.94166667,1990,15.09865,Whole,422_Search_1,Wild,0,0,0,21
353,Reinhardtius hippoglossoides,Microscopy,30,49.08333333,-132.1666667,1990,15.51035,Whole,422_Search_1,Wild,0.067,1.88E-08,0.000136943,67
354,Reinhardtius hippoglossoides,Microscopy,30,54.075,-58.43333333,1990,15.90415,Whole,422_Search_1,Wild,0,0,0,21
355,Reinhardtius hippoglossoides,Microscopy,30,54.41666667,-56.13333333,1990,40.0065,Whole,422_Search_1,Wild,0.64,0.102400184,0.320000288,21
356,Reinhardtius hippoglossoides,Microscopy,30,53.03333333,-52.73333333,1990,40.096,Whole,422_Search_1,Wild,1.4674,1.001000573,1.000500161,21
357,Reinhardtius hippoglossoides,Microscopy,29,49.78333333,-65.70833333,1990,42.59305,Whole,422_Search_1,Wild,7.6,40.96,6.4,21
358,Reinhardtius hippoglossoides,Microscopy,30,48.33333333,-70.51666667,1991,43.63125,Whole,422_Search_1,Wild,7.6393,31.45639456,5.608600053,21
359,Reinhardtius hippoglossoides,Microscopy,30,49.7,-62.18333333,1990,44.22195,Whole,422_Search_1,Wild,6.8,15.21,3.9,21
360,Reinhardtius hippoglossoides,Microscopy,21,48.74166667,-68.375,1990,47.5245,Whole,422_Search_1,Wild,16.5,106.09,10.3,21
361,Reinhardtius hippoglossoides,Microscopy,30,49.80833333,-58.44166667,1990,48.07045,Whole,422_Search_1,Wild,7.6,26.01,5.1,21
362,Reinhardtius hippoglossoides,Microscopy,30,65.78333333,-66.08333333,1990,61.576,Whole,422_Search_1,Wild,0.1,2.70E-08,0.000164317,21
363,Clupea harengus,Digestion,75,55.36,1.04,1990,24.5,Whole,424_Search_1,Wild,8.16,827.1086317,28.75949637,27
364,Clupea harengus,Digestion,124,61.04,1.1,1990,24.5,Whole,424_Search_1,Wild,10.6,1392.536462,37.31670487,27
365,Pseudopleuronectes americanus,Microscopy,48,43.90436,-60.739746,1996,22.00688,Whole,441_Search_1,Wild,0.04,0.0432,0.207846097,21
366,Pseudopleuronectes americanus,Microscopy,50,44.104004,-66.34664,1996,24.45296,Whole,441_Search_1,Wild,0.74,14.045,3.74766594,21
367,Pseudopleuronectes americanus,Microscopy,41,42.759567,-66.031395,1996,25.8328,Whole,441_Search_1,Wild,0.06,0.0369,0.192093727,21
368,Pseudopleuronectes americanus,Microscopy,50,42.065193,-66.61719,1996,33.28864,Whole,441_Search_1,Wild,0,0,0,21
369,Etmopterus spinax,Candling and Microscopy,32,57.50833333,6.958333333,2001,17.6159412,Whole,442_Search_1,Wild,0.3213,0.322332337,0.567743196,27
370,Phycis phycis,Digestion,320,35.244861,11.413666,1996.5,31.92561,Whole,470_Search_1,Wild,0.125,0.000625422,0.025008439,37
371,Phycis blennoides,Digestion,272,35.244861,11.413666,1996.5,37.93586,Whole,470_Search_1,Wild,0.198,4.76E-07,0.000689998,37
372,Hippoglossoides platessoides,Microscopy,121,49.83792,-62.95819,1990,24.3,Whole,484_Search_1,Wild,0.07,0.1936,0.44,21
373,Hippoglossoides platessoides,Microscopy,100,49.5716,-64.19847,1992,27.5,Whole,484_Search_1,Wild,0.12,0.25,0.5,21
374,Hippoglossoides platessoides,Microscopy,100,48.31811,-58.95919,1992,28.4,Whole,484_Search_1,Wild,0.03,0.04,0.2,21
375,Hippoglossoides platessoides,Microscopy,124,46.00586,-61.724632,1992,30.4,Whole,484_Search_1,Wild,0.02,0.0124,0.111355287,21
376,Hippoglossoides platessoides,Microscopy,129,49.5716,-64.19847,1992,31.1,Whole,484_Search_1,Wild,0.09,0.2064,0.454312668,21
377,Gadus morhua,Microscopy,83,49.636528,-64.39772,1992,31.3,Whole,484_Search_1,Wild,1.86,10.1675,3.188651753,21
378,Hippoglossoides platessoides,Microscopy,160,47.52634,-62.990654,1992,34.5,Whole,484_Search_1,Wild,0.03,0.064,0.252982213,21
379,Gadus morhua,Microscopy,211,49.773075,-62.7341,1990,35.1,Whole,484_Search_1,Wild,3.57,329.6875,18.15729881,21
380,Hippoglossoides platessoides,Microscopy,127,49.958706,-66.15172,1992,35.9,Whole,484_Search_1,Wild,0.1,0.1143,0.33808283,21
381,Hippoglossoides platessoides,Microscopy,105,48.752674,-63.96876,1992,37.1,Whole,484_Search_1,Wild,0.12,0.168,0.409878031,21
382,Gadus morhua,Microscopy,137,45.858402,-61.698685,1992,37.6,Whole,484_Search_1,Wild,0.74,2.6852,1.638657988,21
383,Gadus morhua,Microscopy,90,46.791153,-62.21497,1990,38.8,Whole,484_Search_1,Wild,0.89,2.601,1.612761607,21
384,Gadus morhua,Microscopy,115,45.85844,-61.686264,1990,39.6,Whole,484_Search_1,Wild,0.5,3.726,1.930284953,21
385,Hippoglossoides platessoides,Microscopy,105,48.51526,-63.88003,1992,41.9,Whole,484_Search_1,Wild,0.06,0.0945,0.307408523,21
386,Gadus morhua,Microscopy,255,49.636528,-64.39772,1992,44.1,Whole,484_Search_1,Wild,6.7,147.288,12.13622676,21
387,Gadus morhua,Microscopy,118,47.550243,-63.202015,1992,45,Whole,484_Search_1,Wild,2.12,8.6022,2.932950733,21
388,Gadus morhua,Microscopy,75,48.276566,-59.132797,1992,45.9,Whole,484_Search_1,Wild,6.16,175.5675,13.25018868,21
389,Gadus morhua,Microscopy,110,48.160873,-64.47368,1992,50.2,Whole,484_Search_1,Wild,1.6,3.971,1.992736812,21
390,Gadus morhua,Microscopy,131,49.966175,-66.37538,1992,50.7,Whole,484_Search_1,Wild,45.3,27.7196,5.264940645,21
391,Oncorhynchus gorbuscha,Digestion and UV,12,60.541915,-145.777716,2007,54,Whole,500_Search_1,Wild,23.5,113.1592575,10.63763402,67
392,Oncorhynchus nerka,Digestion and UV,50,60.541915,-145.777716,2007,60,Whole,500_Search_1,Wild,63.7,3139.704142,56.03306293,67
393,Oncorhynchus keta,Digestion and UV,49,60.541915,-145.777716,2007,63,Whole,500_Search_1,Wild,65.3,14560.74231,120.6679009,67
394,Pseudopercis semifasciata,Microscopy,50,-42.375,-63.190836,2007,67.2,Viscera,530_Search_1,Wild,4.464,116.6400039,10.80000018,41
395,Pseudopercis semifasciata,Microscopy,20,-37.25,-57.38333333,2007,67.5,Viscera,530_Search_1,Wild,0,0,0,41
